taxon,classification
Perognathus_longimembris,Rodentia
Perognathus_merriami,Rodentia
Perognathus_parvus,Rodentia
Peromyscus_attwateri,Rodentia
Peromyscus_aztecus,Rodentia
Peromyscus_boylii,Rodentia
Peromyscus_bullatus,Rodentia
Peromyscus_californicus,Rodentia
Peromyscus_crinitus,Rodentia
Peromyscus_dickeyi,Rodentia
Peromyscus_difficilis,Rodentia
Peromyscus_eremicus,Rodentia
Peromyscus_eva,Rodentia
Peromyscus_furvus,Rodentia
Peromyscus_gossypinus,Rodentia
Peromyscus_grandis,Rodentia
Peromyscus_gratus,Rodentia
Peromyscus_guatemalensis,Rodentia
Peromyscus_gymnotis,Rodentia
Peromyscus_hooperi,Rodentia
Peromyscus_interparietalis,Rodentia
Peromyscus_keeni,Rodentia
Peromyscus_leucopus,Rodentia
Pteronotus_parnellii,Chiroptera
Pteronotus_personatus,Chiroptera
Pteronotus_quadridens,Chiroptera
Pteronura_brasiliensis,Carnivora
Pteropus_admiralitatum,Chiroptera
Pteropus_aldabrensis,Chiroptera
Pteropus_alecto,Chiroptera
Pteropus_anetianus,Chiroptera
Pteropus_brunneus,Chiroptera
Pteropus_caniceps,Chiroptera
Pteropus_capistratus,Chiroptera
Peromyscus_madrensis,Rodentia
Peromyscus_maniculatus,Rodentia
Peromyscus_megalops,Rodentia
Peromyscus_mekisturus,Rodentia
Peromyscus_melanocarpus,Rodentia
Peromyscus_melanophrys,Rodentia
Peromyscus_melanotis,Rodentia
Peromyscus_melanurus,Rodentia
Peromyscus_merriami,Rodentia
Peromyscus_mexicanus,Rodentia
Peromyscus_ochraventer,Rodentia
Peromyscus_pectoralis,Rodentia
Peromyscus_perfulvus,Rodentia
Peromyscus_polionotus,Rodentia
Peromyscus_polius,Rodentia
Peromyscus_sejugis,Rodentia
Peromyscus_simulus,Rodentia
Peromyscus_spicilegus,Rodentia
Peromyscus_stirtoni,Rodentia
Peromyscus_truei,Rodentia
Peromyscus_winkelmanni,Rodentia
Peromyscus_yucatanicus,Rodentia
Peromyscus_zarhynchus,Rodentia
Peropteryx_kappleri,Chiroptera
Peropteryx_macrotis,Chiroptera
Peropteryx_trinitatis,Chiroptera
Peroryctes_broadbenti,other Australidelphia
Peroryctes_raffrayana,other Australidelphia
Petaurillus_kinlochii,Rodentia
Petaurista_alborufus,Rodentia
Petaurista_elegans,Rodentia
Petaurista_magnificus,Rodentia
Petaurista_petaurista,Rodentia
Petaurista_philippensis,Rodentia
Petauroides_volans,Diprotodontia
Petaurus_abidi,Diprotodontia
Petaurus_australis,Diprotodontia
Petaurus_biacensis,Diprotodontia
Petaurus_breviceps,Diprotodontia
Petaurus_gracilis,Diprotodontia
Petaurus_norfolcensis,Diprotodontia
Petinomys_crinitus,Rodentia
Petinomys_fuscocapillus,Rodentia
Petinomys_genibarbis,Rodentia
Petinomys_hageni,Rodentia
Petinomys_sagitta,Rodentia
Petinomys_setosus,Rodentia
Petinomys_vordermanni,Rodentia
Petrodromus_tetradactylus,Afrotheria
Petrogale_assimilis,Diprotodontia
Petrogale_brachyotis,Diprotodontia
Petrogale_burbidgei,Diprotodontia
Petrogale_concinna,Diprotodontia
Petrogale_godmani,Diprotodontia
Petrogale_inornata,Diprotodontia
Petrogale_lateralis,Diprotodontia
Petrogale_penicillata,Diprotodontia
Petrogale_persephone,Diprotodontia
Petrogale_rothschildi,Diprotodontia
Petrogale_xanthopus,Diprotodontia
Petromus_typicus,Rodentia
Petromyscus_collinus,Rodentia
Petromyscus_monticularis,Rodentia
Petropseudes_dahli,Diprotodontia
Phacochoerus_aethiopicus,Artiodactyla
Phacochoerus_africanus,Artiodactyla
Phaenomys_ferrugineus,Rodentia
Phaiomys_leucurus,Rodentia
Phalanger_carmelitae,Diprotodontia
Phalanger_gymnotis,Diprotodontia
Phalanger_intercastellanus,Diprotodontia
Phalanger_lullulae,Diprotodontia
Phalanger_matanim,Diprotodontia
Phalanger_orientalis,Diprotodontia
Phalanger_ornatus,Diprotodontia
Phalanger_rothschildi,Diprotodontia
Phalanger_sericeus,Diprotodontia
Phalanger_vestitus,Diprotodontia
Phaner_furcifer,Primates
Phascogale_calura,other Australidelphia
Phascogale_tapoatafa,other Australidelphia
Phascolarctos_cinereus,Diprotodontia
Phascolosorex_doriae,other Australidelphia
Phascolosorex_dorsalis,other Australidelphia
Phascomurexia_naso,other Australidelphia
Phenacomys_intermedius,Rodentia
Phenacomys_ungava,Rodentia
Philander_andersoni,Ameridelphia
Philander_mcilhennyi,Ameridelphia
Philander_opossum,Ameridelphia
Philantomba_maxwellii,Artiodactyla
Philantomba_monticola,Artiodactyla
Philetor_brachypterus,Chiroptera
Phloeomys_cumingi,Rodentia
Phloeomys_pallidus,Rodentia
Phoca_largha,Carnivora
Phoca_vitulina,Carnivora
Phocarctos_hookeri,Carnivora
Phyllomys_lamarum,Rodentia
Phyllomys_nigrispinus,Rodentia
Phyllomys_thomasi,Rodentia
Phyllomys_unicolor,Rodentia
Phyllonycteris_aphylla,Chiroptera
Phyllonycteris_poeyi,Chiroptera
Phyllops_falcatus,Chiroptera
Phyllostomus_discolor,Chiroptera
Phyllostomus_elongatus,Chiroptera
Phyllostomus_hastatus,Chiroptera
Procyon_pygmaeus,Carnivora
Proechimys_brevicauda,Rodentia
Proechimys_canicollis,Rodentia
Proechimys_chrysaeolus,Rodentia
Proechimys_cuvieri,Rodentia
Proechimys_decumanus,Rodentia
Proechimys_goeldii,Rodentia
Proechimys_guairae,Rodentia
Proechimys_guyannensis,Rodentia
Proechimys_hoplomyoides,Rodentia
Proechimys_longicaudatus,Rodentia
Proechimys_magdalenae,Rodentia
Proechimys_mincae,Rodentia
Proechimys_oconnelli,Rodentia
Proechimys_poliopus,Rodentia
Proechimys_quadruplicatus,Rodentia
Proechimys_roberti,Rodentia
Proechimys_semispinosus,Rodentia
Proechimys_simonsi,Rodentia
Proechimys_steerei,Rodentia
Proechimys_urichi,Rodentia
Profelis_aurata,Carnivora
Prolemur_simus,Primates
Prometheomys_schaposchnikowi,Rodentia
Promops_centralis,Chiroptera
Promops_nasutus,Chiroptera
Pronolagus_crassicaudatus,Lagomorpha
Pronolagus_randensis,Lagomorpha
Pronolagus_rupestris,Lagomorpha
Propithecus_coquereli,Primates
Propithecus_diadema,Primates
Propithecus_edwardsi,Primates
Propithecus_tattersalli,Primates
Propithecus_verreauxi,Primates
Phyllostomus_latifolius,Chiroptera
Phyllotis_amicus,Rodentia
Phyllotis_andium,Rodentia
Phyllotis_bonariensis,Rodentia
Phyllotis_caprinus,Rodentia
Ptenochirus_jagori,Chiroptera
Ptenochirus_minor,Chiroptera
Pteralopex_acrodonta,Chiroptera
Pteralopex_anceps,Chiroptera
Pteralopex_atrata,Chiroptera
Pteralopex_pulchra,Chiroptera
Pteromys_volans,Rodentia
Pteromyscus_pulverulentus,Rodentia
Pteronotus_davyi,Chiroptera
Pteronotus_gymnonotus,Chiroptera
Pteropus_chrysoproctus,Chiroptera
Pteropus_conspicillatus,Chiroptera
Pteropus_dasymallus,Chiroptera
Pteropus_fundatus,Chiroptera
Pteropus_giganteus,Chiroptera
Pteropus_gilliardorum,Chiroptera
Rhogeessa_minutilla,Chiroptera
Rhogeessa_parvula,Chiroptera
Rhogeessa_tumida,Chiroptera
Rhombomys_opimus,Rodentia
Rhynchocyon_chrysopygus,Afrotheria
Rhynchocyon_cirnei,Afrotheria
Rhynchocyon_petersi,Afrotheria
Rhynchogale_melleri,Carnivora
Rhyncholestes_raphanurus,Ameridelphia
Rhynchomys_isarogensis,Rodentia
Rhynchonycteris_naso,Chiroptera
Romerolagus_diazi,Lagomorpha
Rousettus_aegyptiacus,Chiroptera
Rousettus_amplexicaudatus,Chiroptera
Sorex_minutus,Eulipotyphla
Sorex_mirabilis,Eulipotyphla
Sorex_monticolus,Eulipotyphla
Sorex_nanus,Eulipotyphla
Sorex_oreopolus,Eulipotyphla
Sorex_ornatus,Eulipotyphla
Sorex_pacificus,Eulipotyphla
Phyllotis_darwini,Rodentia
Phyllotis_definitus,Rodentia
Phyllotis_haggardi,Rodentia
Phyllotis_magister,Rodentia
Phyllotis_osgoodi,Rodentia
Phyllotis_osilae,Rodentia
Phyllotis_wolffsohni,Rodentia
Phyllotis_xanthopygus,Rodentia
Physeter_catodon,Cetacea
Piliocolobus_badius,Primates
Pseudorca_crassidens,Cetacea
Pseudoryx_nghetinhensis,Artiodactyla
Pseudoryzomys_simplex,Rodentia
Pteropus_howensis,Chiroptera
Pteropus_hypomelanus,Chiroptera
Piliocolobus_kirkii,Primates
Piliocolobus_pennantii,Primates
Piliocolobus_preussi,Primates
Piliocolobus_rufomitratus,Primates
Pipistrellus_abramus,Chiroptera
Pipistrellus_angulatus,Chiroptera
Pipistrellus_ceylonicus,Chiroptera
Pipistrellus_collinus,Chiroptera
Pipistrellus_coromandra,Chiroptera
Pipistrellus_hesperus,Chiroptera
Pipistrellus_javanicus,Chiroptera
Pipistrellus_kuhlii,Chiroptera
Pipistrellus_nanulus,Chiroptera
Pipistrellus_nathusii,Chiroptera
Pipistrellus_pipistrellus,Chiroptera
Pipistrellus_rueppellii,Chiroptera
Pipistrellus_rusticus,Chiroptera
Pipistrellus_stenopterus,Chiroptera
Pipistrellus_subflavus,Chiroptera
Pipistrellus_tenuis,Chiroptera
Pithecheir_parvus,Rodentia
Pithecia_aequatorialis,Primates
Pithecia_albicans,Primates
Pithecia_irrorata,Primates
Pithecia_monachus,Primates
Pithecia_pithecia,Primates
Plagiodontia_aedium,Rodentia
Planigale_gilesi,other Australidelphia
Planigale_ingrami,other Australidelphia
Planigale_maculata,other Australidelphia
Planigale_novaeguineae,other Australidelphia
Planigale_tenuirostris,other Australidelphia
Platacanthomys_lasiurus,Rodentia
Platalina_genovensium,Chiroptera
Platanista_gangetica,Cetacea
Platanista_minor,Cetacea
Platymops_setiger,Chiroptera
Platyrrhinus_aurarius,Chiroptera
Platyrrhinus_brachycephalus,Chiroptera
Platyrrhinus_dorsalis,Chiroptera
Platyrrhinus_helleri,Chiroptera
Platyrrhinus_infuscus,Chiroptera
Platyrrhinus_lineatus,Chiroptera
Platyrrhinus_umbratus,Chiroptera
Platyrrhinus_vittatus,Chiroptera
Plecotus_auritus,Chiroptera
Plecotus_austriacus,Chiroptera
Podomys_floridanus,Rodentia
Podoxymys_roraimae,Rodentia
Poecilogale_albinucha,Carnivora
Poelagus_marjorita,Lagomorpha
Pogonomelomys_bruijni,Rodentia
Pogonomelomys_mayeri,Rodentia
Pogonomys_championi,Rodentia
Pogonomys_loriae,Rodentia
Pogonomys_macrourus,Rodentia
Pogonomys_sylvestris,Rodentia
Poiana_richardsonii,Carnivora
Pongo_abelii,Primates
Pongo_pygmaeus,Primates
Pontoporia_blainvillei,Cetacea
Potamochoerus_larvatus,Artiodactyla
Potamochoerus_porcus,Artiodactyla
Potamogale_velox,Afrotheria
Potorous_gilbertii,Diprotodontia
Potorous_longipes,Diprotodontia
Potorous_platyops,Diprotodontia
Potorous_tridactylus,Diprotodontia
Potos_flavus,Carnivora
Praomys_daltoni,Rodentia
Praomys_delectorum,Rodentia
Praomys_derooi,Rodentia
Praomys_hartwigi,Rodentia
Praomys_jacksoni,Rodentia
Praomys_lukolelae,Rodentia
Praomys_morio,Rodentia
Praomys_tullbergi,Rodentia
Presbytis_comata,Primates
Presbytis_femoralis,Primates
Presbytis_frontata,Primates
Presbytis_hosei,Primates
Presbytis_melalophos,Primates
Presbytis_potenziani,Primates
Presbytis_rubicunda,Primates
Presbytis_siamensis,Primates
Presbytis_thomasi,Primates
Priodontes_maximus,Xenarthra
Prionailurus_bengalensis,Carnivora
Prionailurus_planiceps,Carnivora
Prionailurus_rubiginosus,Carnivora
Prionailurus_viverrinus,Carnivora
Prionodon_linsang,Carnivora
Prionodon_pardicolor,Carnivora
Prionomys_batesi,Rodentia
Procapra_gutturosa,Artiodactyla
Procapra_picticaudata,Artiodactyla
Procapra_przewalskii,Artiodactyla
Procavia_capensis,Afrotheria
Procolobus_verus,Primates
Procyon_cancrivorus,Carnivora
Procyon_lotor,Carnivora
Proteles_cristata,Carnivora
Protochromys_fellowsi,Rodentia
Protoxerus_aubinnii,Rodentia
Protoxerus_stangeri,Rodentia
Przewalskium_albirostris,Artiodactyla
Psammomys_obesus,Rodentia
Pseudantechinus_bilarni,other Australidelphia
Pseudantechinus_macdonnellensis,other Australidelphia
Pseudantechinus_ningbing,other Australidelphia
Pseudantechinus_woolleyae,other Australidelphia
Pseudocheirus_peregrinus,Diprotodontia
Pseudochirops_albertisii,Diprotodontia
Pseudochirops_archeri,Diprotodontia
Pseudochirops_corinnae,Diprotodontia
Pseudochirops_coronatus,Diprotodontia
Pseudochirops_cupreus,Diprotodontia
Pseudochirulus_canescens,Diprotodontia
Pseudochirulus_caroli,Diprotodontia
Pseudochirulus_cinereus,Diprotodontia
Pseudochirulus_forbesi,Diprotodontia
Pseudochirulus_herbertensis,Diprotodontia
Pseudochirulus_mayeri,Diprotodontia
Pseudochirulus_schlegeli,Diprotodontia
Pseudohydromys_ellermani,Rodentia
Pseudohydromys_fuscus,Rodentia
Pseudohydromys_murinus,Rodentia
Pseudohydromys_occidentalis,Rodentia
Pseudois_nayaur,Artiodactyla
Pseudois_schaeferi,Artiodactyla
Pseudomys_albocinereus,Rodentia
Pseudomys_apodemoides,Rodentia
Pseudomys_australis,Rodentia
Pseudomys_bolami,Rodentia
Pseudomys_chapmani,Rodentia
Pseudomys_delicatulus,Rodentia
Pseudomys_desertor,Rodentia
Pseudomys_fieldi,Rodentia
Pseudomys_fumeus,Rodentia
Pseudomys_glaucus,Rodentia
Pseudomys_gouldii,Rodentia
Pseudomys_gracilicaudatus,Rodentia
Pseudomys_hermannsburgensis,Rodentia
Pseudomys_higginsi,Rodentia
Pseudomys_johnsoni,Rodentia
Pseudomys_laborifex,Rodentia
Pseudomys_nanus,Rodentia
Pseudomys_novaehollandiae,Rodentia
Pseudomys_occidentalis,Rodentia
Pseudomys_oralis,Rodentia
Pseudomys_pilligaensis,Rodentia
Pseudomys_shortridgei,Rodentia
Pteropus_leucopterus,Chiroptera
Pteropus_livingstonii,Chiroptera
Pteropus_lombocensis,Chiroptera
Pteropus_lylei,Chiroptera
Pteropus_macrotis,Chiroptera
Pteropus_mahaganus,Chiroptera
Pteropus_mariannus,Chiroptera
Pteropus_melanopogon,Chiroptera
Pteropus_melanotus,Chiroptera
Pteropus_neohibernicus,Chiroptera
Pteropus_niger,Chiroptera
Pteropus_nitendiensis,Chiroptera
Pteropus_ocularis,Chiroptera
Pteropus_ornatus,Chiroptera
Pteropus_personatus,Chiroptera
Pteropus_pohlei,Chiroptera
Pteropus_poliocephalus,Chiroptera
Pteropus_pselaphon,Chiroptera
Pteropus_pumilus,Chiroptera
Pteropus_rayneri,Chiroptera
Pteropus_rodricensis,Chiroptera
Pteropus_samoensis,Chiroptera
Pteropus_scapulatus,Chiroptera
Pteropus_seychellensis,Chiroptera
Pteropus_tokudae,Chiroptera
Pteropus_tonganus,Chiroptera
Pteropus_vampyrus,Chiroptera
Pteropus_vetulus,Chiroptera
Pteropus_voeltzkowi,Chiroptera
Pteropus_woodfordi,Chiroptera
Ptilocercus_lowii,other Euarchonta
Pudu_mephistophiles,Artiodactyla
Pudu_puda,Artiodactyla
Puma_concolor,Carnivora
Puma_yagouaroundi,Carnivora
Punomys_lemminus,Rodentia
Pusa_caspica,Carnivora
Pusa_hispida,Carnivora
Rusa_unicolor,Artiodactyla
Rhizomys_sumatrensis,Rodentia
Rhipidomys_macconnelli,Rodentia
Rhipidomys_mastacalis,Rodentia
Rhipidomys_nitela,Rodentia
Pusa_sibirica,Carnivora
Pygathrix_nemaeus,Primates
Pygathrix_nigripes,Primates
Pygeretmus_platyurus,Rodentia
Pygeretmus_pumilio,Rodentia
Pygeretmus_shitkovi,Rodentia
Pygoderma_bilabiatum,Chiroptera
Rhipidomys_wetzeli,Rodentia
Rhizomys_pruinosus,Rodentia
Rhizomys_sinensis,Rodentia
Rousettus_bidens,Chiroptera
Rousettus_celebensis,Chiroptera
Rousettus_lanosus,Chiroptera
Rousettus_leschenaultii,Chiroptera
Rousettus_madagascariensis,Chiroptera
Rousettus_obliviosus,Chiroptera
Rousettus_spinalatus,Chiroptera
Rucervus_duvaucelii,Artiodactyla
Rucervus_eldii,Artiodactyla
Rucervus_schomburgki,Artiodactyla
Rupicapra_pyrenaica,Artiodactyla
Rupicapra_rupicapra,Artiodactyla
Rusa_alfredi,Artiodactyla
Rusa_marianna,Artiodactyla
Rusa_timorensis,Artiodactyla
Rhipidomys_ochrogaster,Rodentia
Rhipidomys_venezuelae,Rodentia
Rhipidomys_venustus,Rodentia
Ruwenzorisorex_suncoides,Eulipotyphla
Saccolaimus_flaviventris,Chiroptera
Saccolaimus_peli,Chiroptera
Saccolaimus_saccolaimus,Chiroptera
Saccopteryx_bilineata,Chiroptera
Saccopteryx_canescens,Chiroptera
Saccostomus_campestris,Rodentia
Saccostomus_mearnsi,Rodentia
Saguinus_bicolor,Primates
Saguinus_fuscicollis,Primates
Rangifer_tarandus,Artiodactyla
Raphicerus_campestris,Artiodactyla
Raphicerus_melanotis,Artiodactyla
Raphicerus_sharpei,Artiodactyla
Rattus_andamanensis,Rodentia
Rattus_annandalei,Rodentia
Rattus_argentiventer,Rodentia
Rattus_baluensis,Rodentia
Rattus_colletti,Rodentia
Rattus_elaphinus,Rodentia
Rattus_everetti,Rodentia
Rattus_exulans,Rodentia
Rattus_feliceus,Rodentia
Rattus_fuscipes,Rodentia
Rattus_giluwensis,Rodentia
Rattus_jobiensis,Rodentia
Rattus_leucopus,Rodentia
Rattus_losea,Rodentia
Rattus_lutreolus,Rodentia
Rattus_mindorensis,Rodentia
Rattus_mordax,Rodentia
Rattus_morotaiensis,Rodentia
Rattus_niobe,Rodentia
Rattus_nitidus,Rodentia
Rattus_norvegicus,Rodentia
Rattus_novaeguineae,Rodentia
Rattus_omichlodes,Rodentia
Rattus_praetor,Rodentia
Rattus_pyctoris,Rodentia
Rattus_rattus,Rodentia
Rattus_richardsoni,Rodentia
Rattus_sordidus,Rodentia
Rattus_steini,Rodentia
Rattus_tanezumi,Rodentia
Rattus_tiomanicus,Rodentia
Rattus_tunneyi,Rodentia
Rattus_vandeuseni,Rodentia
Rattus_verecundus,Rodentia
Rattus_villosissimus,Rodentia
Ratufa_affinis,Rodentia
Ratufa_bicolor,Rodentia
Ratufa_indica,Rodentia
Ratufa_macroura,Rodentia
Redunca_arundinum,Artiodactyla
Redunca_fulvorufula,Artiodactyla
Redunca_redunca,Artiodactyla
Reithrodon_auritus,Rodentia
Reithrodontomys_brevirostris,Rodentia
Reithrodontomys_burti,Rodentia
Reithrodontomys_chrysopsis,Rodentia
Reithrodontomys_creper,Rodentia
Reithrodontomys_darienensis,Rodentia
Reithrodontomys_fulvescens,Rodentia
Reithrodontomys_gracilis,Rodentia
Reithrodontomys_hirsutus,Rodentia
Reithrodontomys_humulis,Rodentia
Reithrodontomys_megalotis,Rodentia
Reithrodontomys_mexicanus,Rodentia
Reithrodontomys_microdon,Rodentia
Reithrodontomys_montanus,Rodentia
Reithrodontomys_raviventris,Rodentia
Reithrodontomys_spectabilis,Rodentia
Reithrodontomys_sumichrasti,Rodentia
Reithrodontomys_tenuirostris,Rodentia
Rhabdomys_pumilio,Rodentia
Rhagomys_rufescens,Rodentia
Rheithrosciurus_macrotis,Rodentia
Rheomys_mexicanus,Rodentia
Rheomys_raptor,Rodentia
Rheomys_thomasi,Rodentia
Rhinoceros_sondaicus,Perissodactyla
Rhinoceros_unicornis,Perissodactyla
Rhinolophus_acuminatus,Chiroptera
Rhinolophus_affinis,Chiroptera
Rhinolophus_alcyone,Chiroptera
Rhinolophus_arcuatus,Chiroptera
Rhinolophus_blasii,Chiroptera
Rhinolophus_bocharicus,Chiroptera
Rhinolophus_capensis,Chiroptera
Rhinolophus_coelophyllus,Chiroptera
Rhinolophus_cornutus,Chiroptera
Rhinolophus_darlingi,Chiroptera
Rhinolophus_denti,Chiroptera
Rhinolophus_eloquens,Chiroptera
Rhinolophus_euryale,Chiroptera
Rhinolophus_euryotis,Chiroptera
Rhinolophus_ferrumequinum,Chiroptera
Rhinolophus_fumigatus,Chiroptera
Rhinolophus_hildebrandtii,Chiroptera
Rhinolophus_hilli,Chiroptera
Rhinolophus_hipposideros,Chiroptera
Rhinolophus_inops,Chiroptera
Rhinolophus_keyensis,Chiroptera
Rhinolophus_landeri,Chiroptera
Rhinolophus_lepidus,Chiroptera
Rhinolophus_luctus,Chiroptera
Rhinolophus_maclaudi,Chiroptera
Rhinolophus_macrotis,Chiroptera
Rhinolophus_malayanus,Chiroptera
Rhinolophus_marshalli,Chiroptera
Rhinolophus_megaphyllus,Chiroptera
Rhinolophus_mehelyi,Chiroptera
Rhinolophus_paradoxolophus,Chiroptera
Rhinolophus_pearsonii,Chiroptera
Rhinolophus_philippinensis,Chiroptera
Rhinolophus_pusillus,Chiroptera
Rhinolophus_robinsoni,Chiroptera
Rhinolophus_rouxii,Chiroptera
Rhinolophus_sedulus,Chiroptera
Rhinolophus_shameli,Chiroptera
Rhinolophus_simulator,Chiroptera
Rhinolophus_stheno,Chiroptera
Rhinolophus_swinnyi,Chiroptera
Rhinolophus_thomasi,Chiroptera
Rhinolophus_trifoliatus,Chiroptera
Rhinolophus_virgo,Chiroptera
Rhinolophus_yunanensis,Chiroptera
Rhinonicteris_aurantia,Chiroptera
Rhinophylla_fischerae,Chiroptera
Rhinophylla_pumilio,Chiroptera
Rhinopithecus_avunculus,Primates
Rhinopithecus_bieti,Primates
Rhinopithecus_brelichi,Primates
Rhinopithecus_roxellana,Primates
Rhinopoma_hardwickii,Chiroptera
Rhinopoma_microphyllum,Chiroptera
Rhinopoma_muscatellum,Chiroptera
Rhinosciurus_laticaudatus,Rodentia
Rhipidomys_austrinus,Rodentia
Rhipidomys_caucensis,Rodentia
Rhipidomys_couesi,Rodentia
Rhipidomys_fulviventer,Rodentia
Rhipidomys_latimanus,Rodentia
Saguinus_geoffroyi,Primates
Saguinus_imperator,Primates
Saguinus_inustus,Primates
Saguinus_labiatus,Primates
Saguinus_leucopus,Primates
Saguinus_midas,Primates
Saguinus_mystax,Primates
Saguinus_nigricollis,Primates
Saguinus_oedipus,Primates
Saguinus_tripartitus,Primates
Saiga_tatarica,Artiodactyla
Saimiri_boliviensis,Primates
Spalax_leucodon,Rodentia
Spalax_microphthalmus,Rodentia
Speothos_venaticus,Carnivora
Spermophilopsis_leptodactylus,Rodentia
Spermophilus_adocetus,Rodentia
Spermophilus_annulatus,Rodentia
Spermophilus_armatus,Rodentia
Spermophilus_atricapillus,Rodentia
Spermophilus_beecheyi,Rodentia
Spermophilus_beldingi,Rodentia
Sorex_preblei,Eulipotyphla
Sorex_raddei,Eulipotyphla
Sorex_roboratus,Eulipotyphla
Sorex_samniticus,Eulipotyphla
Sorex_saussurei,Eulipotyphla
Sorex_sclateri,Eulipotyphla
Sorex_sonomae,Eulipotyphla
Sorex_stizodon,Eulipotyphla
Sorex_tenellus,Eulipotyphla
Sorex_trowbridgii,Eulipotyphla
Sorex_tundrensis,Eulipotyphla
Sorex_unguiculatus,Eulipotyphla
Sorex_vagrans,Eulipotyphla
Spermophilus_brunneus,Rodentia
Spermophilus_citellus,Rodentia
Spermophilus_columbianus,Rodentia
Spermophilus_dauricus,Rodentia
Spermophilus_elegans,Rodentia
Saimiri_oerstedii,Primates
Saimiri_sciureus,Primates
Saimiri_ustus,Primates
Saimiri_vanzolinii,Primates
Salanoia_concolor,Carnivora
Salpingotulus_michaelis,Rodentia
Salpingotus_crassicauda,Rodentia
Salpingotus_heptneri,Rodentia
Salpingotus_kozlovi,Rodentia
Salpingotus_pallidus,Rodentia
Salpingotus_thomasi,Rodentia
Sarcophilus_harrisii,other Australidelphia
Sauromys_petrophilus,Chiroptera
Scalopus_aquaticus,Eulipotyphla
Scapanus_latimanus,Eulipotyphla
Scapanus_orarius,Eulipotyphla
Scapteromys_tumidus,Rodentia
Sciurillus_pusillus,Rodentia
Sciurus_aberti,Rodentia
Sciurus_aestuans,Rodentia
Sciurus_alleni,Rodentia
Sciurus_anomalus,Rodentia
Sciurus_arizonensis,Rodentia
Sciurus_aureogaster,Rodentia
Sciurus_carolinensis,Rodentia
Sciurus_colliaei,Rodentia
Sciurus_deppei,Rodentia
Sciurus_gilvigularis,Rodentia
Sciurus_granatensis,Rodentia
Sciurus_griseus,Rodentia
Sciurus_ignitus,Rodentia
Sciurus_igniventris,Rodentia
Sciurus_lis,Rodentia
Sciurus_nayaritensis,Rodentia
Sciurus_oculatus,Rodentia
Sciurus_pucheranii,Rodentia
Sciurus_pyrrhinus,Rodentia
Sciurus_richmondi,Rodentia
Sciurus_sanborni,Rodentia
Sciurus_spadiceus,Rodentia
Sciurus_stramineus,Rodentia
Sciurus_variegatoides,Rodentia
Sciurus_vulgaris,Rodentia
Sciurus_yucatanensis,Rodentia
Scleronycteris_ega,Chiroptera
Scolomys_melanops,Rodentia
Scolomys_ucayalensis,Rodentia
Scoteanax_rueppellii,Chiroptera
Scotinomys_teguina,Rodentia
Scotinomys_xerampelinus,Rodentia
Scotoecus_albigula,Chiroptera
Scotoecus_albofuscus,Chiroptera
Scotoecus_hindei,Chiroptera
Scotoecus_hirundo,Chiroptera
Scotomanes_ornatus,Chiroptera
Scotonycteris_ophiodon,Chiroptera
Scotonycteris_zenkeri,Chiroptera
Scotophilus_borbonicus,Chiroptera
Scotophilus_dinganii,Chiroptera
Scotophilus_heathii,Chiroptera
Scotophilus_kuhlii,Chiroptera
Scotophilus_leucogaster,Chiroptera
Scotophilus_nigrita,Chiroptera
Scotophilus_nux,Chiroptera
Scotophilus_viridis,Chiroptera
Scotorepens_balstoni,Chiroptera
Scotorepens_greyii,Chiroptera
Scotorepens_orion,Chiroptera
Scotorepens_sanborni,Chiroptera
Scotozous_dormeri,Chiroptera
Scutisorex_somereni,Eulipotyphla
Sekeetamys_calurus,Rodentia
Selevinia_betpakdalaensis,Rodentia
Semnopithecus_entellus,Primates
Semnopithecus_hypoleucos,Primates
Setifer_setosus,Afrotheria
Setonix_brachyurus,Diprotodontia
Sicista_betulina,Rodentia
Sicista_napaea,Rodentia
Sicista_subtilis,Rodentia
Sicista_tianshanica,Rodentia
Sigmodon_alleni,Rodentia
Sigmodon_alstoni,Rodentia
Sigmodon_arizonae,Rodentia
Sigmodon_fulviventer,Rodentia
Sigmodon_hispidus,Rodentia
Sigmodon_inopinatus,Rodentia
Sigmodon_leucotis,Rodentia
Sigmodon_mascotensis,Rodentia
Sigmodon_ochrognathus,Rodentia
Simias_concolor,Primates
Sminthopsis_aitkeni,other Australidelphia
Sminthopsis_archeri,other Australidelphia
Sminthopsis_butleri,other Australidelphia
Sminthopsis_crassicaudata,other Australidelphia
Sminthopsis_dolichura,other Australidelphia
Sminthopsis_douglasi,other Australidelphia
Sminthopsis_gilberti,other Australidelphia
Sminthopsis_granulipes,other Australidelphia
Sminthopsis_griseoventer,other Australidelphia
Sminthopsis_hirtipes,other Australidelphia
Sminthopsis_leucopus,other Australidelphia
Sminthopsis_longicaudata,other Australidelphia
Sminthopsis_macroura,other Australidelphia
Sminthopsis_murina,other Australidelphia
Sminthopsis_ooldea,other Australidelphia
Sminthopsis_psammophila,other Australidelphia
Sminthopsis_virginiae,other Australidelphia
Sminthopsis_youngsoni,other Australidelphia
Solenodon_cubanus,Eulipotyphla
Solenodon_paradoxus,Eulipotyphla
Solomys_ponceleti,Rodentia
Solomys_salebrosus,Rodentia
Sorex_alaskanus,Eulipotyphla
Sorex_alpinus,Eulipotyphla
Sorex_araneus,Eulipotyphla
Sorex_arcticus,Eulipotyphla
